id,title,overview,service
99,세메스,"세메스 주식회사는 반도체 및 FPD 제조용 설비를 제조 및 판매하는 회사로, 1993년에 설립되었으며 삼성그룹에 속한 계열회사입니다.","2. 주요 제품 및 서비스
- 반도체 및 FPD 제조용 설비 생산 및 판매
- 2023년 제품별 매출액 및 비중:
  - 반도체 제조 설비: 1,551,593백만원 (62.02%)
  - Display 제조 설비: 13,627백만원 (0.54%)
  - 기타 제품의 개조 및 개선, 부품 판매: 936,923백만원 (37.44%)
- 제품 가격 변동 현황: 동일 품목이라 하더라도 사양 등의 차이에 따라 가격이 상이함

- 주요 제품: 반도체 장비 (Clean, Photo, Etch, Assembly, Tester), LCD/OLED 디스플레이 장비, 자동화장비 등
- 설립 초기부터 Clean(세정장비)장비를 국산화하고 반도체 전(前)공정 및 후(後)공정 장비 등으로 제품 영역을 확대 및 판매
- 국내사업장: 천안사업장 및 화성사업장, 해외지역에서 2개의 비상장 종속기업 운영
- 2023년 말 현재 매출액: 2,502,143백만원, 반도체 제조 설비 비중: 62.0%
- 주요 매출처: 삼성전자㈜, Samsung (China) Semiconductor Co.,Ltd 등"
100,코스맥스엔비티,"코스맥스엔비티 주식회사는 건강기능식품 전문 기업으로, 기능성 원료 연구개발, 건강기능식품 제조, 유통사업을 주요사업으로 하는 회사입니다.","주요 제품 및 서비스는 다음과 같이 분류될 수 있습니다:
1. 제형별 분류: 정제, 캡슐, 분말, 액상 등
2. 기능성 원료별 분류: 비타민, 무기질, 필수지방산, 단백질, 식이섬유 등
3. 기능성 내용별 분류: 장건강, 관절/뼈 건강, 콜레스테롤 개선, 체지방 감소, 면역 기능, 피로 개선, 수면질 개선 등
4. 공급형태에 따른 분류: OEM/ODM 제품, 브랜드(OBM) 제품, 건강기능식품, 건강지향식품

또한, 회사는 건강기능식품의 제조 공급뿐만 아니라 기능성 원료 및 제형 분야에도 기술력을 보유하고 있으며, 다양한 제형의 제품을 생산하고 있습니다. 특히 유산균 제품에 대해서는 전용 생산라인을 운영하여 안정적이고 생존율이 높은 제품을 공급하고 있습니다. 또한 국가별 전문 역량에 기반을 둔 글로벌 생산 체인을 구축하여 해외시장에서의 경쟁력을 강화하고 있습니다. 회사는 또한 개별인정형 원료 개발 및 전략 소재 확보에도 진력하고 있으며, 소재 개발 및 제품화 역량을 바탕으로 고객 기반 확대를 적극 추진하고 있습니다."
101,티맥스소프트,"주식회사 티맥스소프트는 소프트웨어 개발과 유지보수 서비스를 주요 사업으로 하는 회사로, 경기도 성남시에 위치하고 있으며 최근 3년간 BBB+ 등급을 받은 회사입니다.","주요 제품 및 서비스 카테고리:
1. Middleware: JEUS, Tmax InfiniCache/SuperCache, HyperFrame, AnyLink, AnyAPI, ProObject, ProFrame, SysMaster, OpenFrame, Tibero
2. Customizing 및 컨설팅 용역
3. 유지보수
4. 임대수입

회사 개요:
- 세계적 수준의 기술력과 전문적인 서비스 체계를 갖춘 시스템 소프트웨어 기업
- 주력 제품들인 JEUS와 웹투비는 안정적이고 고성능의 처리 환경을 제공하는 미들웨어 솔루션
- 시스마스터와 인피니캐시는 성능 모니터링 및 대규모 애플리케이션 확장을 지원하는 솔루션
- 슈퍼프레임은 클라우드 네이티브 환경 구축 솔루션
- 하이퍼프레임은 오픈소스 미들웨어 플랫폼으로 오픈소스 구축, 운영, 유지보수를 제공
- 국내 시스템 소프트웨어 업계에서 가장 오랜 역사와 큰 규모를 가진 업체
- 국내 소프트웨어 업계 선두를 유지하며 글로벌 시장에도 진출하고 있음
- 2023년 매출은 전기 대비 약 8% 증가하여 1,409억원 도달"
102,포스코스틸리온,"포스코스틸리온 주식회사는 1988년에 설립된 아연도금강판 및 알루미늄도금강판 생산업체로, 포항철강공단 1단지에 위치하고 있으며, 연산 100만톤 체제를 갖추고 있으며, 고해상도 잉크젯 프린트 강판을 생산하는 PosART공장과 미얀마 포스코강판 및 미얀마 포스코를 운영하고 있습니다.","주요 서비스 1. 도금강판 (알루미늄도금강판, MACOSTA, ALZASTA) - 482,646 (41.7%)
주요 서비스 2. 컬러강판 (Lami강판, 프린트강판, 다색강판) - 613,211 (52.9%)
기타매출 - 62,683 (5.4%)
제품가격 변동 추이: 2023년 - 1,344, 2022년 - 1,508, 2021년 - 1,384
도금강판과 컬러강판을 생산하고 있으며, 강건재, 가전, 자동차 시장에서 매출이 발생하고 있습니다. 컬러강판 분야에서는 Lami강판, 프린트강판, 다색강판을 개발하여 시장을 선도하고 있습니다. 또한 미얀마에 생산공장을 설립하여 동남아 시장 진출을 확보하였습니다."
103,한일홀딩스,"한일홀딩스 주식회사는 시멘트 및 건자재 사업을 주요사업으로 하는 회사로, 다양한 사업부문을 포함하고 있으며, 안정적인 신용평가를 받고 있는 회사입니다.","주요 서비스:
1. 시멘트: 건축, 토목자재로 사용되며 한일시멘트 브랜드로 생산 및 판매됨.
2. 레미콘: 건축, 토목자재로 사용되며 한일레미콘 브랜드로 생산 및 판매됨.
3. 레미탈: 건축, 토목자재로 사용되며 레미탈 브랜드로 생산 및 판매됨.
4. 기타 서비스외: 기타 부문의 서비스 및 제품들로 구성되며 다양한 서비스를 제공함.

가격 변동 추이:
- 시멘트: 전년 대비 15.3% 상승.
- 레미콘: 전년 대비 18.3% 상승.
- 레미탈: 전년 대비 23.6% 상승.

주요종속회사:
- 서울랜드 파크이용권의 가격 변동 추이는 제공되지 않음.

회사 개요:
- 한일홀딩스㈜ 및 주요 종속회사는 시멘트, 레미탈, 레미콘, 기타 부문으로 사업 영역을 구성함.
- 시멘트가 매출의 약 34%를 차지하며, 레미탈은 약 19%, 레미콘은 약 22%, 기타는 25%를 차지함.
- 시멘트는 건설 산업에서 필수적인 건축 재료로 사용되며, 석회석이 주 원료로 사용됨.
- 레미탈은 드라이 몰탈 제품으로 건축 자재로 사용되며, 전국 공급망을 통해 판매됨.
- 레미콘은 굳지 않은 콘크리트로 건축 현장까지 운반되며, 전국에 생산 공장을 운영 중임.
- 기타 부문으로는 테마파크 산업, 트레이딩·무역 사업, 건설업 등이 포함됨."
104,삼천리,"삼천리는 도시가스 및 집단에너지 사업을 주요 사업으로 하는 회사로, 다양한 사업을 영위하고 있으며, 신용평가에서 안정적인 평가를 받고 있습니다.","주요 서비스:
1. 도시가스: 도시가스 소매 공급업으로 경기도 및 인천광역시 일대에 도시가스를 공급하는 서비스. 매출액은 3,880,118백만원.
2. 발전: 834MW급 LNG복합화력발전소를 운영하는 발전업 서비스. 매출액은 1,012,050백만원.
3. 자동차판매: BMW 신차 및 중고차 판매, BMW 차량 A/S를 제공하는 자동차판매 서비스. 매출액은 419,398백만원.
4. 집단에너지: 신규택지 및 기존 주택에 안정적인 열과 전기를 공급하는 집단에너지사업 서비스. 매출액은 51,234백만원.
5. 플랜트: 가스공급망 및 열배관망 공사, 맞춤형 에너지 서비스 제공 및 토탈 엔지니어링 서비스를 제공하는 플랜트 서비스. 매출액은 298,420백만원.
6. 해외호텔: 미국에서 비지니스호텔 사업을 영위하고 객실 및 식음료서비스를 제공하는 해외호텔 서비스. 매출액은 33,992백만원."
105,티씨케이,"한국 도카이카본(주)는 고순도 흑연제품의 제조, 수입 및 판매를 목적으로 설립된 반도체, 태양전지 및 LED용 부품 전문 제조회사로, 국내 최초로 가공공정, 고순화공정, CVD SiC-Coating공정의 일괄생산체제로 제조되는 반도체 및 태양전지 Grower장비부품과 LED Chip 생산용 Susceptor, 반도체 장비용 SiC-Ring, SiC-Wafer 등을 제조ㆍ판매하고 있습니다.","주요 제품 및 서비스: 
1. 반도체 및 태양전지용 고순도 흑연(Graphite) 제품
2. 반도체 Device업체에서 사용하는 Solid SiC Wafer, Ring
3. 반도체 ALD 장비 및 LED Chip 생산용 부품

사업의 개요:
- 반도체 및 태양광 웨이퍼 제조공정에 사용되는 장비 부분품과 LED 및 반도체 소자제조 공정 장비용 부분품 제조 및 판매
- 주요 매출처는 반도체 제조 및 태양광용 잉곳, LED용 칩, 반도체 생산업체
- Solid SiC부문이 매출의 약 79%를 차지하고 Graphite부문이 약 13%를 차지
- 반도체 산업의 경기변동에 상대적으로 덜 민감함

시장여건 및 경쟁현황:
- 고순도 흑연제품의 국내 생산을 위해 설립된 회사
- 반도체 시장의 미세화 공정 진전으로 SiC Coating 기술이 경쟁력으로 부각됨

조직도:
- 조직도는 참고용으로 제공됨."
106,농우바이오,"농업회사법인 주식회사 농우바이오는 채소종자 및 농자재를 개발하여 생산 및 판매하는 기업으로, 국내외 시장에서 경쟁력을 갖추고 있습니다.","주요 서비스:
1. 종자 제품: 무, 고추, 당근, 수박, 배추, 참외메론, 토마토, 대목, 양파, 호박, 오이 등의 종자를 개발하고 생산 및 판매합니다.
2. 농자재 제품: 상토, 비료, 유통 등의 농자재를 생산 및 판매합니다.

사업 개요:
- 본사를 중심으로 국내 3개 연구소와 해외 7개 법인을 운영하며, 우수한 채소종자와 농자재의 생산과 판매를 목표로 하는 글로벌 기업입니다.
- 종자사업에서는 우수한 교배종 종자를 개발하고 국내외에서 대량 생산하며, 품질 향상을 위한 검사와 처리를 진행합니다.
- 농자재사업에서는 상토, 비료, 유통 등을 생산하며, 고품질 제품 개발과 토양 개선을 위한 바이오차를 제공합니다.
- 국내외의 다양한 판매 경로를 통해 시장 점유를 강화하고, 연구개발 투자를 통해 품종 육성과 개발을 지속적으로 추진합니다."
107,솔브레인홀딩스,"솔브레인홀딩스 주식회사는 반도체 및 전자 관련 화학재료 제조 및 판매를 주요 사업으로 하는 회사로, 연결대상 종속회사를 포함한 다양한 사업 분야에서 활동하고 있습니다.","주요 서비스:
1. 2차전지 재료 제품: 리드탭, Electrolytes 등을 포함한 2차전지 재료 제품을 생산 및 판매
2. 디스플레이 재료 용역: OLED glass Scribing, Rigid OLED CELL 임가공용역 등을 제공
3. 바이오헬스케어 제품: 진단시약 등을 개발하고 병원용 자동화장비에 공급
4. 기타 제품/서비스: 반도체검사장치, 부동산 임대 수익 등을 포함한 기타 제품 및 서비스 제공

이 회사는 2차전지 재료, 디스플레이 재료, 바이오헬스케어 제품을 중심으로 다양한 제품과 서비스를 제공하고 있습니다."
108,동구바이오제약,"이 회사는 의약품 제조 및 판매, 신기술사업금융업, 마케팅 대행, 의료 서비스 등을 영위하는 종합 기업이며, 연결회사를 포함한 4개 사업부문으로 운영되고 있습니다.","회사의 주요 서비스 및 제품 요약:

1. 의약품 및 의약외품
   - 전문의약품: 피부과, 비뇨기과, 내과, 이비인후과 등 다양한 진료과목에 사용되는 의약품 제조 및 판매
   - CMO(Contract Manufacturing Organization): 의약품 생산대행 서비스 제공
   - 의료기기 및 화장품: 메디블룸 MD 로션/크림, Cell Bloom 등 피부 관련 의료기기 및 화장품 제조 및 판매

2. 신기술사업금융
   - 바이오텍/플랫폼/혁신기술기업 중심의 투자활동 및 신기술사업자에 대한 경영 및 기술 지도

3. 마케팅 대행
   - 동구바이오제약 및 타 제약사 의약품에 대한 마케팅 대행 서비스 제공

4. 의료 서비스업
   - 외국인 환자 유치 의료 관광업 및 제약·의료 컨설팅 서비스 제공

주요 제품 및 서비스:
- 글리포스연질캡슐, 알레스틴정, 더모타손MLE 크림/로션, 유로파서방정, 카버락틴 정 등 다양한 의약품 제조 및 판매
- 메디블룸 MD 로션/크림, Cell Bloom 등 의료기기 및 화장품 제조 및 판매
- 바이오텍/플랫폼/혁신기술기업 중심의 투자활동 및 마케팅 대행 서비스 제공
- 외국인 환자 유치 의료 관광업 및 제약·의료 컨설팅 서비스 제공"
109,국도화학,"국도화학은 1972년 설립된 에폭시수지 및 경화제를 제조ㆍ판매하는 회사로, 전기ㆍ전자, 건축, 자동차 등 다양한 산업에서 사용되는 제품을 생산하고 있으며, 현재 중소기업에 해당되지 않는 대기업입니다.","주요 제품 및 서비스로는 에폭시수지, 경화제, 에폭시수지 원료인 반응성 희석제, 폴리올 등이 있습니다. 에폭시수지는 도료, 접착제, 전기ㆍ전자용 소재 등에 사용되며, 폴리올은 건축, 가구, 자동차, 전기ㆍ전자 분야 등에 사용됩니다. 회사는 해외영업과 국내영업을 담당하고 있으며, 국내매출은 약 21%를 차지하고 해외매출은 약 79%를 차지하고 있습니다. 에폭시수지 사업부문과 폴리올수지 사업부문으로 구분되며, 각 부문의 매출액과 영업이익 등의 요약재무현황도 제공됩니다."
110,휴비츠,"이 회사는 연결대상 종속회사를 가지고 있으며, 비상장 회사 3개를 포함하여 총 3개의 회사로 구성되어 있다. 주권은 코스닥시장에 상장되어 있다.","주요 제품 및 서비스로는 자동검안기, 자동렌즈미터, 렌즈가공기, 리플렉터, 안과용진단기, 기타 제품 등이 있습니다. 이 회사는 안경원용 검안기기와 안과용 진단기기를 주요 사업 영역으로 하고 있으며, 제품들은 광학, 전자공학, 기계공학, 컴퓨터 공학 등의 기술이 복합화된 제품들입니다. 미국, 유럽, 일본 업체들이 주도하는 안과 의료기기 시장에서 경쟁하고 있으며, 안경원용 검안기기와 안과용 일반 검안기기의 진입 난이도는 기술적인 측면과 투하 자본 측면을 고려해야 합니다.법령 및 정부의 규제에는 의료기기 인증 제도와 의료보험 제도가 영향을 미치고 있습니다."
111,롯데케미칼,"롯데케미칼 주식회사는 대한민국을 대표하는 종합화학회사로, 석유화학 제품을 생산하고 국제적인 규모의 생산시설을 보유하며 안정적인 수익성을 갖춘 사업 포트폴리오를 구성하고 있습니다.","주요 제품 및 서비스는 기초소재, 첨단소재, 정밀화학, 그리고 전지소재 사업으로 구성되어 있습니다. 기초소재 사업은 에틸렌, 프로필렌, Xylene 등을 활용하여 폴리에틸렌, 폴리프로필렌 등을 생산하고 있습니다. 첨단소재 사업은 ABS, PC 등을 제조하며, 정밀화학 사업은 염소 계열, 암모니아 계열, 셀룰로스 계열의 제품을 생산하고 있습니다. 마지막으로, 전지소재 사업은 Elecfoil을 생산하여 2차전지 산업에 공급하고 있습니다."
112,슈프리마에이치큐,"(주)슈프리마에이치큐는 바이오인식 기술을 이용한 보안시스템 ODM사업과 경영자문, 투자, 브랜드수수료, 임대사업 등을 영위하는 회사입니다.","주요 제품 및 서비스는 다음과 같습니다:
1. 슈프리마 에이치큐 보안 시스템 ODM 사업 - 출입보안 및 근태관리 CDR 시리즈
2. 기타(용역포함) - 경영컨설팅 등
3. 더그루 임대매출

주요 제품의 가격 변동 추이는 사양과 종류에 따라 매우 다양하게 분류되어 있어 평균가격의 변동 추이를 산정하기 어렵습니다.

회사는 바이오인식기술을 기반으로 하는 보안시스템 ODM 사업을 영위하고 있으며, 출입보안과 근태관리와 관련된 시스템 및 제품을 공급하고 있습니다. 무인경비의 수요가 증가함에 따라 연구개발과 신제품 출시를 통해 매출이 증가하고 있습니다."
113,인베니아,"인베니아주식회사는 디스플레이 장비를 개발, 제작, 판매하는 회사로, 연결대상 종속회사를 가지고 있으며 경기도 파주시에 본점을 두고 있습니다.","주요 제품 및 서비스는 다음과 같습니다:
1. 디스플레이 제조장비: Dry Etcher, 합착기, Plasma Treatment, AOI 등
2. 패널 제조장비: 패널 제조장비 등
3. 기타매출: 기타매출 등

이 회사는 TFT-LCD, OLED 등의 디스플레이 패널을 제조하는 장비를 개발, 생산, 판매하는 사업을 영위하고 있습니다. 종속회사도 평판 디스플레이 제조공정용 부품제조 판매, 용역서비스 및 기계 제조, 임대업 등을 주요사업으로 영위하고 있습니다. 매출은 내수와 수출로 구분되며, 연결 K-IFRS 기준으로 제시됩니다. 자세한 내용은 ""7. 기타 참고사항""을 참고하시기 바랍니다."
114,SK디스커버리,"SK디스커버리주식회사는 한국의 지주회사로, 자회사들을 통해 친환경 소재 생산, 제약, 가스, 혈장분획제제, 부동산 개발, 신재생에너지 등 다양한 사업을 영위하고 있으며, 매출액은 8조 9,392억원이다.","주요 제품 및 서비스 (주요 자회사 및 주요 연결대상 종속회사 포함) [SK디스커버리] - 해당사항 없음 [SK케미칼] 가. 친환경 소재 사업부문(Green Chemicals Biz.) [SKYGREEN] Copolyester 수지 Copolyester (PETG, PCTG) SKYGREEN은 화장품 용기, 전자부품, 건축자재 등 다양한 용도에 사용되는 친환경 소재입니다. [ECOZEN] 바이오 Copolyester 수지 바이오 매스(식물) 유래 성분을 도입하여 내열도가 개선된 제품입니다. [ECOTRIA] 자원순환 Copolyester 수지 후소비자 재활용 물질을 사용하는 Copolyester 제품입니다. [SKYDMT] DMT 에스테르 교환반응에 사용되는 제품입니다. [SKYBON] 코팅, 접착용 Polyester 수지 유연성과 접착력이 우수한 제품입니다. [SKYPURA] PCT PCT소재로 TV, LED 반사판 등에 사용되는 제품입니다. [SKYPEL] TPEE 열가소성 엘라스토머로 자동차, E&E, Fiber 등에 사용되는 제품입니다. [SKYTRA] Compound Product 고기능성 수지를 기반으로 한 제품으로 다양한 용도에 사용됩니다. [PO3G] 100% 바이오 기반 친환경 Polyol 바이오 신소재로 다양한 용도에 사용됩니다. [SKYPET CR] 화학적 재활용 PET 수지 화학적 재활용 PET 수지로 다양한 용도에 사용됩니다. [조인스] 국내 최초 천연물 신약 관절염 치료제입니다. [기넥신에프] 은행잎 혈액순환개선제입니다. [리바스티그민 패취] 붙이는 패취형 치매 치료제입니다. [엠빅스에스] 필름형 발기부전 치료제입니다. [트라스트] 무릎관절염 치료제입니다. [SK가스] LPG를 판매하는 사업입니다. [SK디앤디] 부동산개발 및 신재생에너지사업을 영위하는 사업입니다. [SK플라즈마] 혈장분획제제를 생산하는 사업입니다. [에스케이알부민주] 사람혈청알부민을 생산하는 사업입니다. [리브감마에스앤주 5%] 고순도IgG함유 사람면역글로불린을 생산하는 사업입니다. [테타불린에스앤주] 항파상풍사람면역글로불린을 생산하는 사업입니다. [에스케항트롬빈III주 500단위] 건조농축사람항트롬빈III 제제를 생산하는 사업입니다. [정주용 헤파불린에스앤주] B형간염사람면역글로불린을 생산하는 사업입니다. [울산지피에스] 전력을 생산하는 사업입니다. [SK멀티유틸리티] 집단에너지공급업을 영위하는 사업입니다."
115,팜젠사이언스,"1966년에 설립된 주식회사 팜젠사이언스는 소화기 치료제 중심의 제약사업과 건강기능식품 중심의 헬스케어사업을 영위하며, 신약개발과 글로벌 네트워크 확장에 힘쓰고 있습니다.","회사의 주요 서비스는 소화기 치료제, 소화기관 치료제, 고혈압 치료제, 고지혈증 치료제, 골다공증 치료제, 항혈전제, 알러지성 비염 및 천식 치료제, 항진균제 등이 있습니다. 이를 제약사업, 헬스케어사업, 기타 사업으로 구분하고 있으며, 각 부문에서 다양한 제품을 제공하고 있습니다."
116,시큐아이,"주식회사 시큐아이는 2000년에 설립된 정보보안 회사로, 네트워크 정보보호제품 개발 및 판매, 보안전문 SI, 보안컨설팅, 보안관제 등을 주요 사업으로 하고 있습니다.","주요 제품 및 서비스는 다음과 같이 분류됩니다:

1. 제품 네트워크 통합보안 솔루션 (인프라 보안, 무선보안 등)
   - BLUEMAX NGF, BLUEMAX IPS, BLUEMAX WIPS 등
   - 주요 상품 정보보안 솔루션
   - 상품 등 판매 서버보안, 정보유출 방지 솔루션 등

2. 서비스
   - 유지관리 정보보안솔루션 유지관리서비스
   - 보안 서비스 관제솔루션, 보안컨설팅 등

이 회사는 네트워크 보안 기업으로서 국내 최고 수준의 기술력과 제품, 서비스를 제공하고 있습니다. 주요 제품으로는 네트워크 통합보안 솔루션과 정보보안 솔루션을 포함하며, 유지관리 서비스와 보안 서비스도 제공하고 있습니다. 이 회사는 국내외에서 높은 평가를 받으며, 글로벌 시장에서도 성과를 내고 있습니다."
117,한글과컴퓨터,"한글과컴퓨터는 소프트웨어 개발 및 판매를 주요 사업으로 하는 회사로, 한컴오피스 소프트웨어를 중심으로 한 오피스SW 및 솔루션을 개발하고 있으며, 37개의 계열회사를 보유하고 있습니다.","주요 제품 및 서비스는 사무용 패키지 소프트웨어, 모바일오피스 제품, 웹오피스 제품 등을 포함하며 SW 부문, 제조부문, 기타부문으로 구분됩니다. SW 부문은 한컴오피스, 한컴독스, 한컴타자, 웹오피스 등을 제공하고 있습니다. 제조부문은 소방용 호흡기, 보호의, 방산관련 제품을 생산하며, 기타부문은 마케팅 대행, 브랜드 육성, 건강관리 서비스 등을 제공합니다. 이외에도 클라우드 기반 서비스를 확대하고 AI 기술을 적용한 새로운 제품들을 개발하고 있습니다."
118,포스코DX,"포스코디엑스는 IT와 OT 융합 기술을 바탕으로 다양한 산업 분야에 핵심 ICT 솔루션을 제공하고 있는 기업이며, 철강 및 이차전지소재분야를 중심으로 '디지털 전환(DX:Digital Transformation)' 사업을 추진하고 있습니다.","주요 제품 및 서비스: 
1. IT서비스 및 엔지니어링
   - 시스템 엔지니어링
   - 전산시스템 서버 등
   - 기간시스템 개발 및 운영
   - 시스템 유지보수
   - Network

2. 엔지니어링 사업의 대가기준
   - 기계설비
   - 전기
   - 정보통신
   - 건설
   - 환경
   - 원자력
   - 기타

3. 사업의 개요
   - EIC자동화 사업
   - IT서비스 사업
   - 물류자동화 사업

이 회사는 IT서비스 및 엔지니어링, 엔지니어링 사업, 그리고 물류자동화 사업을 주요 서비스로 제공하고 있습니다."
119,효성첨단소재,"효성첨단소재 주식회사는 산업자재와 섬유 분야에서 활동하는 회사로, 타이어보강재, 안전벨트, 카페트 등을 생산하며 한국타이어, 금호타이어 등을 주요 고객으로 가지고 있습니다.","주요 서비스 1. 산업자재 부문 - 타이어보강재, 산업용 원사, 카페트, 아라미드, 탄소섬유 등
주요 서비스 2. 섬유부문 - 스판덱스, 폴리에스터 원사
주요 서비스 3. 기타부문 - 나일론필름, 임대부문 등

회사는 산업자재, 섬유, 기타 부문으로 구분되며, 주요 제품은 다양한 산업용 소재와 섬유 소재로 구성되어 있습니다."
120,크래프톤,"주식회사 크래프톤은 게임 제작 및 퍼블리싱을 주 사업으로 하며, 글로벌 IP인 배틀그라운드를 기반으로 한 성장을 지속하고 차별화된 콘텐츠를 만들어내는데 집중하며 사업 확장을 추진하는 회사입니다.","회사의 주요 서비스와 사업 영역을 소개해줬으면 좋겠어. 주요 서비스는 게임 PC, 모바일, 콘솔 등이 있고, 사업 영역은 글로벌 게임회사로서 게임의 개발 및 퍼블리싱을 주 사업으로 영위하고 있습니다."
121,한샘,"한샘은 대한민국을 대표하는 토탈홈인테리어회사로, 주거 환경을 변화시키는 리모델링과 가구, 소품 등을 제공하는 회사이다.","주요 서비스:
1. 리하우스/홈퍼니싱: 한샘, SAM 등의 아이템을 통해 집을 리모델링하고 홈리모델링 판매 및 시공을 제공한다.
2. B2B/기타: 건설사 특판 및 자재판매 등을 통해 다양한 서비스를 제공한다.

주요 제품 및 서비스 가격 변동추이:
- 침실가구: 유로 506 스케치 (붙박이장)
- 거실가구: 유로 601 키안티(소파)
- 서재/자녀방 가구: 조이S2 (책상)
- 주방가구: 유로503 디아고(식탁)

사업의 개요:
- 리하우스사업: 리빙 분야에서 홈리모델링 판매 및 시공을 하는 사업
- 홈퍼니싱사업: 가구, 생활용품, 패브릭 등을 판매하는 사업
- 종속회사: 한샘서비스, 한샘서비스1, 한샘서비스2, 한샘서비스3, 한샘개발, 한샘넥서스 등

자세한 내용은 회사 홈페이지의 IR자료실에서 확인할 수 있다."
122,엔에이치엔,"엔에이치엔 주식회사는 게임, 결제/광고, 커머스, 기술, 컨텐츠 등 다양한 사업을 운영하는 회사로, 온라인/모바일게임, 간편결제, 온라인 쇼핑몰 호스팅, 웹툰, 음원유통 등의 서비스를 제공하고 있습니다.","엔에이치엔㈜은 온라인/모바일게임, 간편결제, 커머스, 웹툰, 음원유통, 클라우드 등 다양한 서비스를 제공하고 있습니다. 주요 서비스로는 온라인/모바일게임, 간편결제, 커머스, 웹툰, 음원, 클라우드가 있습니다. 각 서비스의 세부 내용은 게임, 결제/광고, 기타(B2B커머스, 클라우드 등), 웹툰, 음원, 클라우드로 구분됩니다."
123,풍산,"회사는 1968년에 설립된 주식회사 풍산으로, 신동사업과 방산사업을 주요 사업으로 하며, 글로벌 시장에서 생산과 판매를 확대하고 있는 회사입니다.","주요 서비스:
1. 회사의 주요 서비스1: 회사는 동 및 동합금 소재로 판ㆍ대, 리드프레임 소재, 봉ㆍ선, 주화용 소전 및 동지붕 소재를 생산합니다.
2. 회사의 주요 서비스2: 회사는 소구경탄에서부터 대구경까지 이르는 각종 군용 탄약과 스포츠용 탄약, 추친화약 및 탄약 부분품, 정밀 단조품 등을 생산합니다."
124,한국동서발전,"한국동서발전주식회사는 전력자원 개발과 발전 관련 사업을 주로 수행하는 회사로, 연결대상 종속회사를 보유하고 있으며, 신용등급은 최우수한 AAA 등급을 받고 있습니다.","주요 제품 및 서비스:
1. 화력발전사업부문: 발전 및 용역매출
2. 주요 제품 등의 가격변동추이: 원/kWh 단위로 제시

사업의 개요:
- 원재료 및 주요 제품: 석탄, LNG, 신재생 에너지원을 사용하여 전기 생산
- 매출액: 2023년에 5,571,885백만원으로 전년 대비 1,353,208백만원 감소
- 발전설비 용량: 2023년 말 현재 9,579 MW, 전기말 대비 17MW 증가
- 발전량: 2023년에 총 35,977GWh
- 유형자산: 토지, 건물, 구축물, 기계장치 등을 보유, 2023년말 현재 장부금액은 66,849억원
- 향후 투자: 제주 150MW 수소 복합발전, 용인 시스템반도체 클러스터 전력공급 등

매출:
- 전기를 전력거래소 전력시장을 통해 한국전력공사에 판매
- 2023년 연결실체의 매출: 재화의 판매로 인한 매출 5,618,899백만원, 용역의 제공으로 인한 매출 3,302백만원
- 연결실체의 매출 지역별 분류: 국내 매출액 5,604,350백만원, 미주 등 해외 매출액 17,851백만원

위험관리 및 파생거래:
- 외화거래 위험 헷지를 위해 통화선도 및 통화스왑 등의 파생상품 운용
- 재무위험관리지침 제정 및 운영, 재무위험관리위원회에서 심의, 의결

주요 계약 및 연구개발활동:
- 다양한 계약상대방과 계약 체결
- 연구개발활동: 미래기술융합원, 에너지혁신처 동반성장실에서 담당, 외부기관에 위탁한 연구개발활동도 진행
- 2023년 연구개발비용: 44,060백만원, 105건의 연구과제 중 30건 완료, 28건의 지적재산권 확보(등록)

환경 관련 정부규제 사항에 대한 준수 내용:
- 화력발전소 운영으로 대기 및 수질오염물질 배출 규제 받음
- 저탄소녹생성장기본법에 따른 신재생에너지의무발전제도 도입
- 대기오염물질 배출기준 준수를 위한 환경설비 성능개선 사업 진행 중
- 수질오염물질 배출기준 준수를 위해 탈황폐수 고도처리설비 설치 완료

자세한 사항은 아래 내용을 참조해주세요."
125,한익스프레스,"이 회사는 연결대상 종속회사를 가지고 있으며, 주권상장법인이 사업보고서와 분기ㆍ반기보고서를 제출하는 회사이다.","회사는 국내운송, 국제물류, 유통물류, 창고, 용역 등 다양한 사업 영역을 가지고 있습니다. 국내운송 부문에서는 BULK화물 운송과 화공품화물 운송을 주력으로 하고 있으며, 국제물류 부문에서는 국제 수송 및 수송서비스를 제공하고 있습니다. 유통물류 부문에서는 다양한 상품의 수배송, 유통보관, 유통가공을 제공하며, 창고 부문에서는 보관 및 보관 서비스를 제공하고 있습니다. 또한, 용역 부문에서는 다양한 용역 서비스를 제공하고 있습니다."
